所属年级,来源,具体来源,章节,试卷题号,题目截图,题干文本,所属章节,参考答案,答案文本,参考解析,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第一章习题1-2,,,"3. 设 $a, b, c$ 及 $x, y, z$ 都是正数, 求证:
$\frac{b+c}{a} x^{2}+\frac{c+a}{b} y^{2}+\frac{a+b}{c} z^{2} \geqslant 2(x y+y z+z x) .$",不等式选讲,,"要证明不等式
$\frac{b+c}{a} x^{2}+\frac{c+a}{b} y^{2}+\frac{a+b}{c} z^{2} \geqslant 2(x y+y z+z x)$

我们可以使用排序不等式 (Rearrangement inequality) 或者柯西-施瓦茨不等式 (Cauchy-Schwarz inequality)。

这里我们使用柯西-施瓦茨不等式来证明。柯西-施瓦茨不等式指出，对于任意的实数序列 $a_{i}$ 和 $b_{i}$ ，都有:
$\left(\sum_{i=1}^{n} a_{i}^{2}\right)\left(\sum_{i=1}^{n} b_{i}^{2}\right) \geq\left(\sum_{i=1}^{n} a_{i} b_{i}\right)^{2}$

我们可以设置 $a_{i}$ 和 $b_{i}$ 如下:
$\begin{array}{ll}a_{1}=\sqrt{\frac{b+c}{a}} x, \quad b_{1}=x \\a_{2}=\sqrt{\frac{c+a}{b}} y, \quad b_{2}=y \\a_{3}=\sqrt{\frac{a+b}{c}} z, \quad b_{3}=z\end{array}$

代入柯西-施瓦茨不等式，得到:
$\left(\frac{b+c}{a} x^{2}+\frac{c+a}{b} y^{2}+\frac{a+b}{c} z^{2}\right)\left(x^{2}+y^{2}+z^{2}\right) \geq\left(x^{2}+y^{2}+z^{2}\right)^{2}$

因为 $x^{2}+y^{2}+z^{2} \gt 0$ (因为 $x, y, z$ 都是正数)，所以我们可以两边同时除以 $x^{2}+$ $y^{2}+z^{2}$ ，得到:
$\frac{b+c}{a} x^{2}+\frac{c+a}{b} y^{2}+\frac{a+b}{c} z^{2} \geq x^{2}+y^{2}+z^{2}$

现在我们需要证明:
$x^{2}+y^{2}+z^{2} \geq 2(x y+y z+z x)$

这可以通过直接展开和重组来证明。每一项 $x^{2}, y^{2}, z^{2}$ 都可以写成 $x^{2}=(x-y)(x+$ $y)+y^{2}$ ，以此类推，所以我们有:
$x^{2}+y^{2}+z^{2}-2(x y+y z+z x)=(x-y)^{2}+(y-z)^{2}+(z-x)^{2} \geq 0$

这是因为平方项总是非负的。

将两部分组合起来，我们得到原不等式:
$\frac{b+c}{a} x^{2}+\frac{c+a}{b} y^{2}+\frac{a+b}{c} z^{2} \geq x^{2}+y^{2}+z^{2} \geq 2(x y+y z+z x)$

因此，我们证明了不等式:
$\frac{b+c}{a} x^{2}+\frac{c+a}{b} y^{2}+\frac{a+b}{c} z^{2} \geqslant 2(x y+y z+z x) .$",,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第一章习题1-3,,,"13. 设对于任意实数 $x$, 不等式 $|x+7| \geqslant m+2$ 恒成立, 求实数 $m$ 的范围.",不等式选讲,,$m \leq-2$,,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第一章习题1-4,,,"9. 手求 $\delta \gt 0$, 使得当 $|x-a| \lt \delta$ 时, 不等式 $|\sqrt{x}-\sqrt{a}| \lt \varepsilon$ 成立, 其中 $x \gt 0$, $a \gt 0, \varepsilon \gt 0$.",不等式选讲,,"当 $\sqrt{a}-\varepsilon \gt 0$ ，即 $a \gt \varepsilon^{2}$ 时， $\left\{\begin{array}{l}a-\delta \geq a-2 \sqrt{a} \cdot \varepsilon+\varepsilon^{2} \\ a+\delta \leq a+2 \sqrt{a} \cdot \varepsilon+\varepsilon^{2}\end{array}\right.$.
当 $\sqrt{a}-\varepsilon \leq 0$ ，即 $0 \lt a \leq \varepsilon^{2}$ 时， $\left\{\begin{array}{l}a-\delta \geq 0 . \\ a+\delta \leq a+2 \sqrt{a} \cdot \varepsilon+\varepsilon^{2}\end{array}\right.$.
故 $\left\{0 \lt \delta \leq a, 0 \lt a \leq \varepsilon^{2}  0 \lt \delta \leq 2 \sqrt{a} \varepsilon-\varepsilon^{2}, a \gt \varepsilon^{2}\right.$.",,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第二章习题2-1,,,"6. 设 $a_{1}, a_{2}, \cdots, a_{n}$ 为实数, 运用柯西不等式证明：
$\sqrt{\frac{a_{1}^{2}+a_{2}^{2}+\cdots+a_{n}^{2}}{n}} \geqslant \frac{a_{1}+a_{2}+\cdots+a_{n}}{n} \geqslant \frac{n}{\frac{1}{a_{1}}+\frac{1}{a_{2}}+\cdots+\frac{1}{a_{n}}} .$",不等式选讲,,"为了证明这个不等式，我们需要应用柯西-施瓦茨不等式 (Cauchy-Schwarz inequality）。柯西-施瓦茨不等式在实数序列 $a_{i}$ 和 $b_{i}$ 对于所有 $i$ 的情况下，可以表述为:
$\left(\sum_{i=1}^{n} a_{i}^{2}\right)\left(\sum_{i=1}^{n} b_{i}^{2}\right) \geq\left(\sum_{i=1}^{n} a_{i} b_{i}\right)^{2}$

现在，令每个 $b_{i}=1$ ，则柯西-施瓦茨不等式变为:
$\left(\sum_{i=1}^{n} a_{i}^{2}\right)\left(\sum_{i=1}^{n} 1^{2}\right) \geq\left(\sum_{i=1}^{n} a_{i} \cdot 1\right)^{2}$

这可以简化为:
$\left(\sum_{i=1}^{n} a_{i}^{2}\right) n \geq\left(\sum_{i=1}^{n} a_{i}\right)^{2}$

将不等式两边都除以 $n^{2}$ 得到:
$\frac{\sum_{i=1}^{n} a_{i}^{2}}{n} \geq\left(\frac{\sum_{i=1}^{n} a_{i}}{n}\right)^{2}$

取平方根得到:
$\sqrt{\frac{\sum_{i=1}^{n} a_{i}^{2}}{n}} \geq \frac{\sum_{i=1}^{n} a_{i}}{n}$

这证明了不等式的左边部分。

对于不等式的右边部分，我们使用柯西-施瓦茨不等式的倒数形式。首先，我们要确保 $a_{i}$ 的每个值都不是零（因为我们将要使用它们的倒数）。

我们再次应用柯西-施瓦茨不等式，但这次在序列 $a_{i}$ 和它们的倒数 $\frac{1}{a_{i}}$ 上:
$\left(\sum_{i=1}^{n} a_{i} \cdot \frac{1}{a_{i}}\right)^{2} \leq\left(\sum_{i=1}^{n} a_{i}^{2}\right)\left(\sum_{i=1}^{n}\left(\frac{1}{a_{i}}\right)^{2}\right)$

因为 $a_{i} \cdot \frac{1}{a_{i}}=1$ ，我们得到:
$n^{2} \leq\left(\sum_{i=1}^{n} a_{i}^{2}\right)\left(\sum_{i=1}^{n} \frac{1}{a_{i}^{2}}\right)$

现在我们取序列 $b_{i}=\frac{1}{a_{i}}$ 的平方和的倒数，我们得到:
$\frac{n^{2}}{\left(\sum_{i=1}^{n} \frac{1}{a_{i}^{2}}\right)} \leq \sum_{i=1}^{n} a_{i}^{2}$

这样，我们可以得到:
$\frac{n}{\sqrt{\sum_{i=1}^{n} \frac{1}{a_{i}^{2}}}} \leq \sum_{i=1}^{n} a_{i}$

进一步地，我们可以将这个不等式倒过来，因为我们取的是平方和的倒数:
$\frac{\sum_{i=1}^{n} a_{i}}{n} \geq \frac{n}{\sum_{i=1}^{n} \frac{1}{a_{i}}}$

这就证明了不等式的右边部分，结合起来我们得到了完整的不等式:
$\sqrt{\frac{a_{1}^{2}+a_{2}^{2}+\cdots+a_{n}^{2}}{n}} \geq \frac{a_{1}+a_{2}+\cdots+a_{n}}{n} \geq \frac{n}{\frac{1}{a_{1}}+\frac{1}{a_{2}}+\cdots+\frac{1}{a_{n}}}$

这样我们就用柯西-施瓦茨不等式证明了给定的不等式。",,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第二章习题2-2,,,"9. 设 $a, b, c$ 为某一个三角形的三条边, $a \geqslant b \geqslant c$. 求证：
(1) $c(a+b-c) \geqslant b(c+a-b) \geqslant a(b+c-a)$;
(2) $a^{2}(b+c-a)+b^{2}(c+a-b)+c^{2}(a+b-c) \leqslant 3 a b c$.",不等式选讲,,"为了证明这些不等式，我们需要使用三角形的边长性质，特别是三角形的任意两边之和
大于第三边。
证明 (1):

由于 $a \geqslant b \geqslant c$ ，我们可以从三角形的性质得出：
$\begin{array}{l}a+b \gt c \\b+c \gt a \\c+a \gt b\end{array}$

然后，我们重新整理要证明的不等式 $c(a+b-c) \geqslant b(c+a-b) \geqslant a(b+c-a)$如下:
$\begin{array}{l}c(a+b-c)-b(c+a-b) \geq 0 \\b(c+a-b)-a(b+c-a) \geq 0\end{array}$

现在我们分别证明这两个不等式。

对于第一个不等式，我们有：
$c(a+b-c)-b(c+a-b)=a c+b c-c^{2}-b c-a b+b^{2}=a c-a b+ b^{2}-c^{2} =b^{2}-c^{2}+a(c-b) =(b+c)(b-c)+a(c-b)$

由于 $b \geqslant c$ ，所以 $b+c \gt 0$ 且 $b-c \geq 0$ ，此外 $a \geqslant b$ ，所以 $a-b \geq 0$ 。因此，我们得到 $b^{2}-c^{2} \geq 0$ 和 $a(c-b) \geq 0$ ，这意味着 $c(a+b-c) \geqslant b(c+a-b)$ 。

对于第二个不等式，我们有：
$b(c+a-b)-a(b+c-a)=b c+a b-b^{2}-a b-a c+a^{2} =a^{2}-b^{2}-a c+b c =(a+b)(a-b)-c(a-b) =(a-b)(a+b-c)$

由于 $a \geqslant b$ ，所以 $a-b \geq 0$ 且 $a+b \gt c$ ，因此 $a+b-c \gt 0$ 。所以我们得到 $(a-b)(a+b-c) \geq 0$ ，这意味着 $b(c+a-b) \geqslant a(b+c-a)$ 。

结合以上两个结果，我们证明了 $c(a+b-c) \geqslant b(c+a-b) \geqslant a(b+c-a)$ 。

证明 (2):

我们首先将不等式展开:
$a^{2}(b+c-a)+b^{2}(c+a-b)+c^{2}(a+b-c) \leqslant 3 a b c$

再重新整理得：
$a b^{2}+a c^{2}-a^{3}+b c^{2}+b a^{2}-b^{3}+c a^{2}+c b^{2}-c^{3} \leqslant 3 a b c$

将 $3 a b c$ 移到左边并合并同类项，我们得到:
$a b^{2}+a c^{2}+b c^{2}+b a^{2}+c a^{2}+c b^{2}-a^{3}-b^{3}-c^{3}-3 a b c \leq 0$

这个可以进一步写为:
$\left(a^{2} b+a^{2} c+a b^{2}+a c^{2}+b^{2} c+b c^{2}-a^{3}-b^{3}-c^{3}-3 a b c\right) =\left(a^{3}+b^{3}+c^{3}-3 a b c\right)+\left(a^{2}(b+c)+b^{2}(c+a)+c^{2}(a+b)-2\left(a^{3}+\right.\right. \left.\left.b^{3}+c^{3}\right)\right) =(a+b+c)\left(a^{2}+b^{2}+c^{2}-a b-a c-b c\right)$

这是根据 $a^{3}+b^{3}+c^{3}-3 a b c=(a+b+c)\left(a^{2}+b^{2}+c^{2}-a b-a c-b c\right)$ 的因式分解得到的。

我们知道 $a+b+c \gt 0$ 因为它们是三角形的边长。我们还需要证明 $a^{2}+b^{2}+c^{2}-$ $a b-a c-b c \geq 0$ 。

为了证明 $a^{2}+b^{2}+c^{2}-a b-a c-b c \geq 0$ ，我们注意到这是著名的舒尔不等式的
一个特例。实际上，这是两个非负实数平方和的性质，可以通过以下方式来看:
$a^{2}+b^{2}+c^{2}-a b-a c-b c=\frac{1}{2}\left((a-b)^{2}+(a-c)^{2}+(b-c)^{2}\right)$

因为平方是非负的，所以 $(a-b)^{2} \geq 0,(a-c)^{2} \geq 0,(b-c)^{2} \geq 0$ ，因此 $a^{2}+$ $b^{2}+c^{2}-a b-a c-b c \geq 0$ 。

结合这两个结果，我们得到了 $a^{2}(b+c-a)+b^{2}(c+a-b)+c^{2}(a+b-c) \leqslant$ $3 a b c$ 的证明。",,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第二章习题2-3,,,"3. 设 $a_{1}, a_{2}, a_{3}$ 为正数, 且 $a_{1}+a_{2}+a_{3}=1$, 求证：
$\frac{1}{a_{1}{ }^{2}}+\frac{1}{a_{2}{ }^{2}}+\frac{1}{a_{3}{ }^{2}} \geqslant 27 .$",不等式选讲,,"柯西-施瓦茨不等式的倒数形式表述为: 对于所有正实数 $x_{i}$ 和 $y_{i}(i=1,2,3, \ldots, n$ ) , 有:
$\left(\sum_{i=1}^{n} x_{i} y_{i}\right)^{2} \leq\left(\sum_{i=1}^{n} x_{i}^{2}\right)\left(\sum_{i=1}^{n} y_{i}^{2}\right)$

令每个 $x_{i}=a_{i}$ 并且每个 $y_{i}=\frac{1}{a_{i}}$ ，则柯西-施瓦茨不等式变为:
$\left(\sum_{i=1}^{3} a_{i} \cdot \frac{1}{a_{i}}\right)^{2} \leq\left(\sum_{i=1}^{3} a_{i}^{2}\right)\left(\sum_{i=1}^{3} \frac{1}{a_{i}^{2}}\right)$

因为 $a_{i} \cdot \frac{1}{a_{i}}=1$ ，左边简化为:
$\left(\sum_{i=1}^{3} 1\right)^{2}=9$

所以我们有:
$9 \leq\left(\sum_{i=1}^{3} a_{i}^{2}\right)\left(\sum_{i=1}^{3} \frac{1}{a_{i}^{2}}\right)$

现在我们需要证明:
$\left(\sum_{i=1}^{3} a_{i}^{2}\right) \geq\left(\sum_{i=1}^{3} a_{i}\right)^{2}=1$

这是因为平方和总是大于等于平方的和（即 $\left(a_{1}+a_{2}+a_{3}\right)^{2} \leq a_{1}^{2}+a_{2}^{2}+a_{3}^{2}$ ），由此我们得到:
$9 \leq\left(\sum_{i=1}^{3} \frac{1}{a_{i}^{2}}\right)$

但是，这还不足以证明原始不等式。我们需要使用加权平均数与调和平均数之间的不等式:
$\frac{a_{1}+a_{2}+a_{3}}{3} \geq \frac{3}{\frac{1}{a_{1}}+\frac{1}{a_{2}}+\frac{1}{a_{3}}}$

由于 $a_{1}+a_{2}+a_{3}=1$ ，我们可以写成：
$\frac{1}{3} \geq \frac{3}{\frac{1}{a_{1}}+\frac{1}{a_{2}}+\frac{1}{a_{3}}}$

这意味着:
$1 \geq 9\left(\frac{1}{a_{1}}+\frac{1}{a_{2}}+\frac{1}{a_{3}}\right)$

取倒数并且乘以 9 我们得到:
$\frac{1}{a_{1}^{2}}+\frac{1}{a_{2}^{2}}+\frac{1}{a_{3}^{2}} \geq 81 \cdot\left(\frac{a_{1}+a_{2}+a_{3}}{a_{1} a_{2} a_{3}}\right)^{2}$

现在我们利用 $a_{1}+a_{2}+a_{3}=1$ 和算术平均数与几何平均数之间的不等式 $\sqrt[3]{a_{1} a_{2} a_{3}} \leq \frac{a_{1}+a_{2}+a_{3}}{3}$ ，我们得到:
$a_{1} a_{2} a_{3} \leq\left(\frac{1}{3}\right)^{3}=\frac{1}{27}$

这意味着:
$\frac{1}{a_{1} a_{2} a_{3}} \geq 27$

因此:
$\frac{1}{a_{1}^{2}}+\frac{1}{a_{2}^{2}}+\frac{1}{a_{3}^{2}} \geq 81 \cdot \frac{1}{27^{2}}$

简化得：
$\frac{1}{a_{1}^{2}}+\frac{1}{a_{2}^{2}}+\frac{1}{a_{3}^{2}} \geq 27$
这样我们就证明了原始不等式。",,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第二章习题2-4,,,"7. 某厂要生产一批无盖的圆柱形桶, 每个桶的容积为 $1 m ^{3}$, 用来做底的金属每平方米为 30 元, 做侧面的金属每平方米为 20 元, 如何设计圆桶尺寸, 可以使成本最低?",不等式选讲,,"圆形桶的半径为 $\sqrt[3]{\frac{2}{3 \pi}}(m)$, 高为 $\frac{1}{\sqrt[3]{\frac{4 \pi}{9}}}(m)$ 时费用最低，",,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第3章习题3-1,,,"6: 平面上的 $n(n \geqslant 3)$ 个圆中, 每两个圆都祖交于两点, 每三个圆都不交于一点,求证它们把平面分成了 $n^{2}-n+2$ 部分.",不等式选讲,,"对于 $n=3$ ，三个圆每两个相交于两点，并且没有三个圆都相交于同一点，可以形成 8 个区域。这满足 $n^{2}-n+2=3^{2}-3+2=8$ 。

归纳假设：

假设命题对于 $n=k$ 个圆成立，即 $k$ 个圆将平面分割成 $k^{2}-k+2$ 个区域。

归纳步骤：

我们现在要证明，当有 $k+1$ 个圆时，平面将被分割成 $(k+1)^{2}-(k+1)+2$ 个区域。

考虑第 $k+1$ 个圆加入时，它与前 $k$ 个圆每个都相交于两点，因此它会与每个圆至少形成 2 个交点。每一个交点会在原来的圆上分割出一个新的区域，因此第 $k+1$ 个圆至少增加了 $2 k$ 个区域。

但是，我们还必须考虑新增的圆与原来的圆相交时，除了在原来的圆上增加的区域外，还会在新增的圆内部形成新的区域。因为新增的圆与每一个原来的圆相交，所以会有 $k$段弧，每段弧将新增的圆内部至少分割出两个区域，因此至少有 $k$ 个新区域。

所以，当第 $k+1$ 个圆加入时，至少增加了 $2 k+k=3 k$ 个区域。加上原来的 $k^{2}-$ $k+2$ 个区域，我们得到:
$\left(k^{2}-k+2\right)+3 k=k^{2}+2 k+2=(k+1)^{2}-(k+1)+2$

这证明了当有 $k+1$ 个圆时，平面将被分割成 $(k+1)^{2}-(k+1)+2$ 个区域。

通过数学归纳法，我们已经证明了对于任意 $n \geq 3 ， n$ 个圆将平面分割成 $n^{2}-n+2$个区域的命题成立。",,,,,,,,,,
高中,教材题,人教版高中选修(B版)4-5,第3章习题3-2,,,"4. 设 $\alpha_{1}, \alpha_{2}, \cdots, a_{n} \in(0, \pi), n$ 为正整数且 $n \gt 1$, 求证：
$\left|\sin \left(\alpha_{1}+\alpha_{2}+\cdots+\alpha_{n}\right)\right| \lt \sin \alpha_{1}+\sin \alpha_{2}+\cdots+\sin \alpha_{n} .$",不等式选讲,,"我们可以利用正弦函数的性质以及三角不等式来进行证明。

首先，我们知道对于任何 $\alpha \in(0, \pi)$ ，都有 $0 \lt \sin \alpha \lt 1$ 。此外，对于正弦函数的和，我们可以使用三角不等式:
$|\sin x+\sin y| \leq|\sin x|+|\sin y|$

这意味着当我们将多个正弦函数相加时，它们的绝对值之和始终大于或等于总和的绝对值。因此，对于任意 $\alpha_{1}, \alpha_{2}, \ldots, \alpha_{n} \in(0, \pi)$ ，有:
$\left|\sin \alpha_{1}+\sin \alpha_{2}+\cdots+\sin \alpha_{n}\right| \leq\left|\sin \alpha_{1}\right|+\left|\sin \alpha_{2}\right|+\cdots+\left|\sin \alpha_{n}\right|$

由于在 $(0, \pi)$ 范围内正弦值是正的，上式进一步简化为：
$\left|\sin \alpha_{1}+\sin \alpha_{2}+\cdots+\sin \alpha_{n}\right| \leq \sin \alpha_{1}+\sin \alpha_{2}+\cdots+\sin \alpha_{n}$

另一方面，根据正弦的加法定理，我们有:
$\sin \left(\alpha_{1}+\alpha_{2}+\cdots+\alpha_{n}\right)=\sin \alpha_{1} \cos \left(\alpha_{2}+\cdots+\alpha_{n}\right)+\cos \alpha_{1} \sin \left(\alpha_{2}+\cdots\right.$

重复应用加法定理，我们可以将右侧展开为多个包含正弦和余弦项的和。但由于在 $(0, \pi)$ 范围内，正弦和余弦函数的绝对值均不超过 1 ，所以总和的绝对值始终小于或等于单个正弦函数值的总和。因此:
$\left|\sin \left(\alpha_{1}+\alpha_{2}+\cdots+\alpha_{n}\right)\right| \leq\left|\sin \alpha_{1}+\sin \alpha_{2}+\cdots+\sin \alpha_{n}\right|$

结合上述两个不等式，我们得到:
$\left|\sin \left(\alpha_{1}+\alpha_{2}+\cdots+\alpha_{n}\right)\right| \leq \sin \alpha_{1}+\sin \alpha_{2}+\cdots+\sin \alpha_{n}$

但是，由于 $\alpha_{i} \in(0, \pi)$ ，所以正弦和的绝对值永远不可能等于正弦值的总和（因为这需要所有的 $\alpha_{i}$ 都是 0 或 $\left.\pi\right)$ ，因此我们有严格的不等式:
$\left|\sin \left(\alpha_{1}+\alpha_{2}+\cdots+\alpha_{n}\right)\right| \lt \sin \alpha_{1}+\sin \alpha_{2}+\cdots+\sin \alpha_{n}$

这样就完成了证明。",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试三,,,"12. 已知 $a+b+c=0, a \gt b \gt c$.
(1)求证: $a \gt 0$;
(2)求证: $\frac{c}{a} \gt -2$.",不等式选讲,详见解析,证明题，答案详见解析,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试三,,,"8. 能够说明命题 “若 $a \gt b \gt c$, 则 $a+b \gt c$ ” 是错误的一组 $a, b, c$ 的数是",不等式选讲,,"8. 答案不唯一, 如 $a=-2, b=-3, c=-4$",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试三,,,"7. 已知 $a \lt b \lt 0, c \lt 0$, 试比较下列两数的大小关系 (用 “ $ \gt ""$, “ $ \lt $, "" $=""$ 填空):
(1) $(a-2) c$ $(b-2) c$;
(2) $\frac{c}{a}=\frac{c}{b}$;
(3) $b-a$ $|a|-|b|$.",不等式选讲,,7. $(1) \gt $; (2) $ \lt $; (3) $=$,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试四,,,"1. 在数轴上, 有三点: $A(-2), B(3), C(5)$, 则 $A, B$ 的中点与点 $C$ 之间的距离为
(A) 3.5
(B) 4
(C) 4.5
(D) 5.5",不等式选讲,,1. $C$,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试四,,,"7. 若不等式 $x^{2}-a x+b \lt 0$ 的解集为 $(-2,3)$, 则 $a+b=$",不等式选讲,,7. -5,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试五,,,"8. 设 $a \lt 0$, 则 $a+\frac{16}{a-3}$ 的最大值是",不等式选讲,详见解析,$-5$,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试五,,,"11. 设 $a, b, c \in R$, 求证: $a^{2}+b^{2}+c^{2} \geqslant a b+b c+a c$.",不等式选讲,详见解析,证明题，答案详见解析,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,必修一测试卷,,,"4. 若 $a \gt b \gt 0, c \lt d \lt 0$, 则一定有
(A) $a c \lt b d$
(B) $a c \gt b d$
(C) $a d \lt b c$
(D) $a d \gt b c$",不等式选讲,,A. $a c \lt b d$,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,必修一测试卷,,,"3. 设 $a \gt 1$, 则 $a+\frac{1}{a-1}$ 的最小值为
(A) 2
(B) $a$
(C) $2 \sqrt{\frac{a}{a-1}}$
(D) 3",不等式选讲,,答案选择(D) 3,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,必修一测试卷,,,"18. 对 1 个单位质量的含污物体进行清洗, 清洗前其清洁度 (含污物体的清洁度定义为: 1 - $\frac{污物质量}{物量 (含污物)}$ ) 0.8 , 要求洗完后的清洁度是 0.99 .
现分两次清洗污物. 该物体初次清洗后受残留水等因素影响, 其质量变为 $a(1 \leqslant a \leqslant 3)$. 设用 $x(x \gt a-1)$ 单位质量的水初次清洗后的清洁度是 $\frac{x+0.8}{x+1}$, 用 $y$ 单位质量的水第二次清洗后的清洁度是 $\frac{y+a c}{y+a}$, 其中 $c(0.8 \lt c \lt 0.99)$ 是该物体初次清洗后的清洁度. 若 $a$ 为定值 2 . 求如何安排初次与第二次清洗的用水量, 能使总用水量最少?",不等式选讲,,$4 \sqrt{10}-3$,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第一章1.1练习题A,,,"2. 求证：在 $\triangle A B C$ 中, $\frac{\sin A+\sin B}{\sin C}=\frac{a+b}{c}$. (提示：令 $\frac{a}{\sin A}=\frac{b}{\sin B}=\frac{c}{\sin C}=k$ )",解三角形,详见解析,证明题，答案详见解析,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第一章1.1练习题B,,,"1. 在 $\triangle A B C$ 中, 已知 $a=3, b=1, \angle A=30^{\circ}$, 求 $\angle C$ (䘯确到 $0.1^{\circ}$ ).",解三角形,,"【答案】
$C=11.9^{\circ} 或 108.1^{\circ}$",,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第一章习题1-1A,,,"6. 在 $\triangle A B C$ 中, 已知 $\angle A: \angle B=1: 2, a: b=1: \sqrt{3}$, 求 $\triangle A B C$ 的三个内质.",解三角形,,"$A=30^{\circ}, B=60^{\circ}, C=90^{\circ}$",,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第一章习题1-1B,,,"4. 已知 $\triangle A B C$ 中, $A B=4 \sqrt{3}, A C=2 \sqrt{3}, A D$ 为 $B C$ 边上的中战, 且 $\angle B A D=30^{\circ}$,求 $B C$ 的长.",解三角形,BC=6,BC=6,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第一章巩固与提高,,,"4. 已知四边形 $A B C D$ 的四条边长为 $A B=2.4, B C=C D=D A=1$, 且 $\angle A=30^{\circ}$, 求 $\angle C$ (衫确到 $0.1^{\circ}$ ).",解三角形,C≈107.6°,C≈107.6°,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第一章巩固与提高,,,"7. 已知在 $\triangle A B C$ 中, $\angle A=2 \angle B$, 求证： $a=2 b \cos B$.",解三角形,详见解析,证明题，答案详见解析,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第一章自测与评估,,,"2. 在 $\triangle A B C$ 中, $b=4, c=3, B C$ 边上的中线 $m=\frac{\sqrt{37}}{2}$, 求 $\angle A, a$ 以及面积 $S$.",解三角形,,"答案为: $A=60^{\circ}, a=\sqrt{13}, \quad S=3 \sqrt{3}$.",,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第一章自测与评估,,,"7. 在 $\triangle A B C$ 中, 已知 $\frac{a}{\cos A}=\frac{b}{\cos B}=\frac{c}{\cos C}$, 求证这个三角形为等边三角形.",解三角形,详见解析,证明题，答案详见解析,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试一,,,"5. 在 $\triangle A B C$ 中, $A B=\sqrt{3}, B C=1, \sin C=\sqrt{3} \cos C$, 则 $\triangle A B C$ 的面积为 ( )
(A) 1
(B) 2
(C) $\frac{\sqrt{3}}{2}$
(D) $\sqrt{3}$",解三角形,C,C,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试一,,,"6. 在 $\triangle A B C$ 中, 三个内角 $A, B, C$ 的对边分别是 $a, b, c$, 若 $a=2, B=45^{\circ}, C=75^{\circ}$, 则 $b=$",解三角形,,$\frac{2 \sqrt{6}}{3}$,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试一,,,"4. 在 $\triangle A B C$ 中, $a, b, c$ 所对的角分别为 $A, B, C, C=\frac{\pi}{4}, c=2, b=\sqrt{6}$, 则 $\cos B$ 的值为 ( )
(A) $\frac{1}{2}$
(B) $-\frac{\sqrt{3}}{2}$
(C) $\frac{1}{2}$ 或 $-\frac{\sqrt{3}}{2}$
(D) $\frac{1}{2}$ 或 $-\frac{1}{2}$",解三角形,D,D,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试一,,,"12. 在 $\triangle A B C$ 中, $A=\frac{\pi}{3}, B C=\sqrt{3}$, 若 $\triangle A B C$ 的周长 (用角 $B$ 表示) 的函数记为 $f(B)$.
(1) 求 $f(B)$ 的解析式和定义域;
(2) 求 $f(B)$ 的最大值.",解三角形,,"$1.\begin{array}lf(B)=\sqrt{3}+2 \sin B+\sqrt{3} \cos B+\sin B=3 \sin B+\sqrt{3} \cos B+\sqrt{3}=2 \sqrt{3} \sin \left(B+\frac{\pi}{6}\right)+\sqrt{3}, B \in\left(0, \frac{2}{3} \pi\right) \\ 2. 当 B+\frac{\pi}{6}=\frac{\pi}{2}, B=\frac{\pi}{3} 时, f(B)_{max}=3 \sqrt{3} .\end{array}$",,,,,,,,,,
